event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_observable_rate,tilted_mean_observable_rate,population_mean_action_current,population_mean_potential_rate,population_mean_log_likelihood_ratio_rate,weight_ess,max_weight_fraction,resampled,unique_parents,parent_count_ess,unique_roots,root_count_ess,root_weight_ess
1,1,0.19341447985086457,0.19341447985086457,0.19341447985086457,-0.42238637196243856,-1.1879734740998009,-0.30986267548802354,-0.96939007781667563,0.053846158000448952,0,-0.59476083729069107,2454.311455065571,0.0016867526009215325,1,2750,2229.2341217114003,2750,2229.2341217114003,2229.2341217114003
2,2,-0.026043708759651452,0.16737077109121312,0.083685385545606561,0.14791953873949373,-0.99239839606077473,0.18410218545100768,-0.74903687625290982,0.079809113786778421,0,-0.68527439153260783,2176.8676746521137,0.0017349411113941216,1,2589,2024.7665942553706,2015,1429.0643952299829,1429.0643952299827
3,3,-0.045197605447699019,0.1221731656435141,0.040724388547838032,0.27258685370106805,-0.98742062471238823,0.28625143528608882,-0.77037807441281669,0.064614321871580865,0,-0.72798928789397144,2117.7825537702024,0.0021845509733297926,1,2525,1950.839069767442,1573,1029.1507790455159,1029.1507790455157
4,4,-0.048551152705512912,0.073622012938001191,0.018405503234500298,0.2717133321122297,-1.07135380452189,0.28955706803740633,-0.77817563788558419,0.067262233352399073,0,-0.67502896734410278,2119.7848795264003,0.0024911408960124563,1,2558,1971.9341795956746,1291,792.79916832057461,792.79916832057449
5,5,-0.067435763474570365,0.0061862494634308263,0.0012372498926861652,0.24716179672832542,-1.0518571579516172,0.32426975500710964,-0.75875477104006817,0.028103782831618226,0,-0.71123622945780762,2122.6004609411425,0.0020820737840376961,1,2533,1968.2327545753167,1088,643.98955934285277,643.98955934285266
6,6,-0.025013067657440047,-0.018826818194009221,-0.0031378030323348702,0.44040489603793942,-0.9640251722035369,0.41597048485773069,-0.77867763461288519,0.00023815204010908304,0,-0.69444383702619028,2103.6937072634746,0.0024473584478931967,1,2489,1936.8755483722005,931,550.83117735898611,550.83117735898611
7,7,-0.023060948578558893,-0.041887766772568114,-0.005983966681795445,0.18908212748445738,-1.0525650231762758,0.26326229319611355,-0.7760920169026716,0.03608073206159685,0,-0.67967443795764371,2158.5982149880638,0.0014989274598889357,1,2533,1987.8218009478674,805,466.52622212335245,466.52622212335234
8,8,-0.052512537196553133,-0.094400303969121246,-0.011800037996140156,0.23685685029622958,-1.1348076688311066,0.31669687460556584,-0.78142788788381423,0.062177572248194035,0,-0.68892813960582122,2076.0951495666241,0.0022214192952475587,1,2527,1924.8756310234053,723,417.40598099218789,417.40598099218784
9,9,-0.039616445069156292,-0.13401674903827754,-0.014890749893141949,0.36778578272983753,-1.0418955746027532,0.31507175855915448,-0.81398814058295177,0.036733364946426816,0,-0.73961092776906678,2105.0924964831465,0.001627572444223388,1,2522,1957.2113859076062,650,367.2127473297146,367.21274732971455
10,10,-0.040024060288972763,-0.1740408093272503,-0.017404080932725031,0.3036982593513296,-1.0298521129446048,0.29872386015329105,-0.79971567593331139,0.044881367703471821,0,-0.70398747082102697,2105.1178680852854,0.0021776755975339152,1,2536,1958.1251167133521,592,342.33627162912177,342.33627162912171
11,11,-0.045796221339116094,-0.2198370306663664,-0.01998518460603331,0.28966333892585855,-1.1010753306738139,0.2859349528283085,-0.83615581771263292,0.05016163891120877,0,-0.68899408765492443,2037.1514505847997,0.0024122728322683593,1,2504,1888.0504163853252,538,300.87184821204403,300.87184821204403
12,12,-0.085669426176741226,-0.30550645684310762,-0.025458871403592303,0.29370535471152565,-1.0702585190637639,0.33714068027476224,-0.78027347009644643,0.082120860942807503,0,-0.72083899980526278,2058.6326877078468,0.0019456459077711941,1,2499,1907.3688040018189,499,280.5742190113051,280.57421901130505
13,13,-0.047587087413972995,-0.35309354425708062,-0.027161041865929277,0.15999444514342584,-1.1060377775482182,0.22131748594041686,-0.80357944198158815,0.033640744432164811,0,-0.73527046378295546,2116.2836359715498,0.0022349312315045286,1,2534,1959.4973137117495,462,263.38685673019563,263.38685673019557
14,14,-0.057517945468894993,-0.41061148972597561,-0.029329392123283973,0.31982247889516519,-0.98339717659328763,0.33464660979972538,-0.76641608006927697,0.017852407729229764,0,-0.71066596100882262,2065.8811807597117,0.002694432930605496,1,2496,1917.8344764517603,436,242.54345689007113,242.54345689007107
15,15,-0.039859947104033289,-0.4504714368300089,-0.030031429122000592,0.32053671459532274,-0.98439777710715048,0.2932340930503754,-0.75062634581215182,0.091969195924412439,0,-0.68875626631758624,2091.8213732535123,0.0020532895933976121,1,2542,1959.0397010742643,410,209.22874317212481,209.22874317212478
16,16,-0.020439326868317842,-0.47091076369832674,-0.029431922731145421,0.1845091979338635,-1.1046172860797518,0.22264250103261485,-0.81401735250285134,0.027053266750391446,0,-0.717869850484255,2161.2832687995488,0.0015461768445030747,1,2572,2010.2104001917087,386,193.03237683227098,193.03237683227096
17,17,-0.028194156359755418,-0.49910492005808216,-0.029359112944593067,0.1801604852465116,-1.0296477590830055,0.21055577171866166,-0.77883980809738595,0.066948647771243791,0,-0.70310825676906463,2105.0574246678307,0.0026716279051056486,1,2540,1953.5649743828599,369,175.97986070319712,175.97986070319709
18,18,-0.038083171552770523,-0.53718809161085268,-0.029843782867269592,0.31555502642461947,-1.0093287516696596,0.31232311364465082,-0.82087839595473489,-0.0041041838336014517,0,-0.74645965465101505,2009.1677394601977,0.003772397466215422,1,2527,1897.875113122172,350,170.07497516371672,170.07497516371669
19,19,-0.05827961102877488,-0.59546770263962756,-0.031340405402085658,0.31042588844532187,-0.93729309226323909,0.28733479078513657,-0.74008306919285316,0.058058577724694208,0,-0.69081249305254899,2137.8901990670661,0.0018294167924757315,1,2554,1984.0605487228004,327,157.20190397661258,157.20190397661256
20,20,-0.053222675213000947,-0.64869037785262851,-0.032434518892631423,0.28865568164481464,-0.9946444606574969,0.27401792245720141,-0.80755927907600744,0.016196104663621883,0,-0.76128210051542666,2069.7586964668494,0.0021699215262296944,1,2504,1925.3174202432867,312,147.03700198068395,147.03700198068393
21,21,-0.056161399349264229,-0.70485177720189274,-0.033564370342947271,0.43822653928319605,-1.0561696617846945,0.38462097665083317,-0.81327914542273372,0.063656359113084648,0,-0.77006416640860254,2049.9726656244675,0.0031014659055293246,1,2521,1908.2365787079164,294,135.95137999773107,135.95137999773104
