site,mean_action
1,0.79634978950706825
2,0.81065878911664324
3,0.81104967498583824
4,0.81114764152387675
5,0.81120555653169102
6,0.81112021622290209
7,0.8110658713515041
8,0.81082570816206778
9,0.81050812487453716
10,0.7961507628774398
