stream_id,time,energy
0,50,60.054211071150668
0,100,21.167014309073387
0,150,34.247631005836332
0,200,37.367549982966317
0,250,25.759087419128395
0,300,63.060626569582872
0,350,39.469855569718156
0,400,22.038617222502634
0,450,27.016951657994316
0,500,27.9156930810591
1,50,63.706681190747446
1,100,24.440415390715177
1,150,29.619426304440204
1,200,15.670796645195214
1,250,40.184067456015725
1,300,18.670468513120056
1,350,41.650892216194961
1,400,30.457009528889596
1,450,24.303158206417695
1,500,52.977413136123609
2,50,45.892424810032232
2,100,28.214206285094011
2,150,31.988760754721707
2,200,39.832602586349154
2,250,19.554104575682516
2,300,38.365042428339322
2,350,16.002474996436188
2,400,14.665990545925959
2,450,40.201409272801087
2,500,49.894630952648768
3,50,28.698068683628513
3,100,28.85323932168156
3,150,35.50200986848008
3,200,46.168955753354425
3,250,28.270305228721305
3,300,17.307043891758557
3,350,26.631307025056635
3,400,27.646556239853012
3,450,15.639626304011166
3,500,31.665104629048315
4,50,33.876218523693659
4,100,11.062195293966433
4,150,27.386611164778085
4,200,15.648432807356468
4,250,13.10107079824318
4,300,34.476132235453967
4,350,6.6348885564491198
4,400,49.734161526195138
4,450,17.263023330448497
4,500,13.76780206092144
5,50,44.108552311426074
5,100,43.06193188622359
5,150,37.636142385054789
5,200,43.303116539652109
5,250,9.9842960192444981
5,300,10.496829782555539
5,350,39.689242314109819
5,400,31.821412799322427
5,450,9.7408126948801446
5,500,33.341008810987162
6,50,41.922686116013878
6,100,44.139886854289905
6,150,26.609132080515391
6,200,18.858187917056
6,250,43.244211393358583
6,300,35.817976466352675
6,350,29.881602076243308
6,400,28.708200643380128
6,450,44.054710380066922
6,500,16.344652027735926
7,50,38.922495298670022
7,100,37.641850878883851
7,150,63.367129229253649
7,200,32.840359938378263
7,250,51.918639376304569
7,300,32.615342727651708
7,350,13.956249108054987
7,400,32.944331808573253
7,450,12.812894255983647
7,500,15.205092609267769
8,50,44.776509999971196
8,100,20.848633989782364
8,150,28.178998786625229
8,200,19.625285406515708
8,250,45.430368894439177
8,300,18.144523507241342
8,350,14.703793480291157
8,400,22.45472391837275
8,450,17.64338727463463
8,500,24.963418327259649
9,50,41.466663846700321
9,100,64.19075334061003
9,150,24.137265974406059
9,200,16.177633011808908
9,250,24.242066313577883
9,300,19.552039514286683
9,350,35.689900944948413
9,400,11.339785341383973
9,450,36.499851701163259
9,500,37.035740091488492
10,50,22.096333216182103
10,100,27.667045708682423
10,150,71.313421551905265
10,200,33.373164697240405
10,250,13.227290963054527
10,300,13.010105147619775
10,350,30.752568414257471
10,400,34.630262514300796
10,450,35.52421489485134
10,500,23.603337459899741
11,50,54.156737221460716
11,100,37.323560272324144
11,150,34.429394580094012
11,200,31.870607713270431
11,250,51.397078790194286
11,300,35.796524156392799
11,350,7.8962520583280638
