model_version,coordinates,energy_convention,n,T1,Tn,gamma,dt,burnin,block_time,blocks_per_stream,batches,lanes,n_streams,n_blocks,bond,seed,threads,mean_q_left_rate,mean_q_right_rate,mean_energy_drift_rate,mean_entropy_rate,mean_action_current,mean_energy_balance_error_rate,rms_energy_balance_error_rate,midpoint_failure_count,midpoint_failure_rate,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate,elapsed_seconds
gibbs-cartesian-entropy-ft-v1,cartesian,E=H/2,10,8,4,0.10000000000000001,0.00050000000000000001,500,20,7813,8,16,128,1000064,5,2026090403,2,1.7449622814131507,-1.7449593411030264,2.8114483495325646e-06,0.21811955009910511,0.2219521206611044,1.2886176216884973e-07,5.839476383847792e-06,0,0,5.9898329317108958,-1.2873287343304436e-07,22322.536726875001
