site,mean_action
1,0.97464141731592902
2,0.91734759429363921
3,0.8969359045004377
4,0.87280211734158342
5,0.84748007736646946
6,0.82149110051197771
7,0.79429861826151438
8,0.76486111142987334
9,0.73710630416976075
10,0.59971563633009517
