site,mean_action
1,0.84254128922029503
2,0.83492226895531596
3,0.8290729536748096
4,0.82254314714500909
5,0.81559117752682009
6,0.80886519430457671
7,0.80210604454302381
8,0.79506786733475376
9,0.78796071198215245
10,0.74851634893972108
