label,direction,dt,horizon,trajectories,mean_kernel_minus_heat,rms_kernel_minus_heat,rms_energy_balance_error,log_ift,log_ift_ci_low,log_ift_ci_high,ift_gate,overall_gate
driven_t0p1_dt5e4_N200k,forward,0.0005,0.1,200000,-0.00018787379097541987,0.0010644647896920322,3.1603694480176067e-05,-0.00281135952751832,-0.009632204544481904,0.004640906779982359,True,True
driven_t0p1_dt5e4_N200k,reverse,0.0005,0.1,200000,-0.00018451661663200874,0.0010746804419876882,2.7510542394321862e-05,0.0015737170006602241,-0.007434022501122151,0.012527100654880795,True,True
driven_t0p1_dt1e3_N1m,forward,0.001,0.1,1000000,-0.0003708564626184425,0.002117107899233913,0.00011166433753716547,-0.003532412684259967,-0.0070304668254955295,0.00024438908456141166,True,True
driven_t0p1_dt1e3_N1m,reverse,0.001,0.1,1000000,-0.0003715433032526122,0.00211917051831087,0.00011302213657395187,-0.002144843876167535,-0.007289453864309658,0.004550495141179994,True,True
driven_t0p1_dt2e3_N200k,forward,0.002,0.1,200000,-0.0007471534489978677,0.004282421876179002,0.0004384421313203427,-0.010054443595551632,-0.016799379085170506,-0.0016731312421038767,False,False
driven_t0p1_dt2e3_N200k,reverse,0.002,0.1,200000,-0.0007405573485400842,0.004212443495024789,0.000439705923821363,-0.008290702961068597,-0.01512345686810761,-0.00023504943083334887,False,False
