theta1,theta3,diff
-3.03687,-3.03687,-0.00161575
-3.03687,-2.82743,-0.00134821
-3.03687,-2.61799,-0.00110559
-3.03687,-2.40855,-0.00173746
-3.03687,-2.19911,-0.00104951
-3.03687,-1.98968,-0.000870032
-3.03687,-1.78024,-0.00035932
-3.03687,-1.5708,0.000200836
-3.03687,-1.36136,0.000388609
-3.03687,-1.15192,0.000423382
-3.03687,-0.942478,0.000929037
-3.03687,-0.733038,0.000859912
-3.03687,-0.523599,0.00066342
-3.03687,-0.314159,0.000210439
-3.03687,-0.10472,0.000296578
-3.03687,0.10472,0.000170758
-3.03687,0.314159,0.00062943
-3.03687,0.523599,0.000563719
-3.03687,0.733038,0.000354776
-3.03687,0.942478,0.00042534
-3.03687,1.15192,0.000593601
-3.03687,1.36136,0.00027385
-3.03687,1.5708,-0.000121065
-3.03687,1.78024,-0.000988095
-3.03687,1.98968,-0.00126327
-3.03687,2.19911,-0.000864488
-3.03687,2.40855,-0.00196585
-3.03687,2.61799,-0.00208487
-3.03687,2.82743,-0.00197308
-3.03687,3.03687,-0.00173599
-2.82743,-3.03687,-0.00151757
-2.82743,-2.82743,-0.000898031
-2.82743,-2.61799,-0.00102689
-2.82743,-2.40855,-0.00113552
-2.82743,-2.19911,-0.000580767
-2.82743,-1.98968,-0.000186255
-2.82743,-1.78024,-7.2257e-05
-2.82743,-1.5708,0.000366962
-2.82743,-1.36136,0.00108056
-2.82743,-1.15192,0.00103829
-2.82743,-0.942478,0.000950824
-2.82743,-0.733038,0.0010125
-2.82743,-0.523599,0.000236754
-2.82743,-0.314159,0.000561743
-2.82743,-0.10472,0.000781976
-2.82743,0.10472,0.000326331
-2.82743,0.314159,0.000381096
-2.82743,0.523599,0.000506817
-2.82743,0.733038,0.000180125
-2.82743,0.942478,-2.77008e-06
-2.82743,1.15192,0.000559978
-2.82743,1.36136,0.000365203
-2.82743,1.5708,-0.000340312
-2.82743,1.78024,-0.000697155
-2.82743,1.98968,-0.00108353
-2.82743,2.19911,-0.00147328
-2.82743,2.40855,-0.00274841
-2.82743,2.61799,-0.00191396
-2.82743,2.82743,-0.00278661
-2.82743,3.03687,-0.00194053
-2.61799,-3.03687,-0.00111518
-2.61799,-2.82743,-0.00083128
-2.61799,-2.61799,-5.04761e-05
