epoch,phase,learning_rate,training_loss,training_nll,training_fp_loss,validation_nll
1,pretrain,0.001,7.947388703575557,7.947388703575557,77570756.67979212,7.789983953377819
2,pretrain,0.001,7.782181663376873,7.782181663376873,16545079.628086414,7.77126394873883
3,pretrain,0.001,7.769684639769268,7.769684639769268,10563834.489468256,7.766063990417442
4,pretrain,0.001,7.767808157034166,7.767808157034166,6184683.618878375,7.764676637185801
5,pretrain,0.001,7.767397888206349,7.767397888206349,1553848.9113156314,7.764075529609802
6,pretrain,0.001,7.7673558349781,7.7673558349781,17233190.407723654,7.762757533353293
7,pretrain,0.001,7.764943787121289,7.764943787121289,7199512.049445133,7.762163016353142
8,pretrain,0.001,7.763510687137245,7.763510687137245,1394450727.5415998,7.762200963212028
9,pretrain,0.001,7.767535461705371,7.767535461705371,2564311.3064648653,7.7616466756687394
10,pretrain,0.001,7.765631845523609,7.765631845523609,2256533.427584052,7.761186658843244
11,pretrain,0.001,7.762942676523926,7.762942676523926,67398102.02560915,7.760738493087078
12,pretrain,0.001,7.76232714518346,7.76232714518346,105112786.3739354,7.760527361284477
13,pretrain,0.001,7.762406694471923,7.762406694471923,8894191.110522904,7.760438618975658
14,pretrain,0.001,7.76349485964363,7.76349485964363,15325689.616052052,7.761445690833724
15,pretrain,0.001,7.761536487544657,7.761536487544657,1186301.6722817465,7.760132846484295
16,pretrain,0.001,7.760875060795602,7.760875060795602,6554070.496014559,7.760218714967048
17,pretrain,0.001,7.760226424106328,7.760226424106328,13273195.93460626,7.7600727096847795
18,pretrain,0.001,7.763913741362517,7.763913741362517,562329142.4276937,7.759460081871557
19,pretrain,0.001,7.757404765729621,7.757404765729621,9037011.855171243,7.759487041885046
20,pretrain,0.001,7.763838496908311,7.763838496908311,866571.6806668366,7.759572085706336
21,pretrain,0.001,7.760736029986564,7.760736029986564,899730.6764387557,7.759490118469632
22,pretrain,0.001,7.761937105794963,7.761937105794963,22692757.36198763,7.759196271341613
23,pretrain,0.001,7.761408088563749,7.761408088563749,528772.1233411584,7.75923527046826
24,pretrain,0.001,7.762332992627358,7.762332992627358,33147815.21510303,7.759003685651454
25,pretrain,0.001,7.766350947258904,7.766350947258904,499142795.3630512,7.760025737965569
26,pretrain,0.001,7.761504285732851,7.761504285732851,4701232.029282962,7.759052473170155
27,pretrain,0.001,7.762819394411713,7.762819394411713,8645111.982671235,7.759291654291366
28,pretrain,0.001,7.760064493841472,7.760064493841472,123625767.2163278,7.758904032425234
29,pretrain,0.001,7.760694220514677,7.760694220514677,714389.6575736043,7.759267614622767
30,pretrain,0.001,7.76248178192029,7.76248178192029,7394309.105627495,7.758973272053606
31,pretrain,0.001,7.763778166923196,7.763778166923196,1880228.7970800232,7.758735431021189
32,pretrain,0.001,7.761794948240642,7.761794948240642,1518847.8434121616,7.758566806536787
33,pretrain,0.001,7.762025716274672,7.762025716274672,4147444.830602623,7.758734615442612
34,pretrain,0.001,7.761145676282356,7.761145676282356,874362.250757808,7.759137669085439
35,pretrain,0.001,7.762731209291064,7.762731209291064,1339137.822673601,7.758707285106289
