model_version,mode,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v1,guided,10,2,0.10000000000000001,10,1024,500,20,0.25,0.00050000000000000001,0.29999999999999999,2026086001,1,5,80,-0.14476567968848517,-2.1806809898175366,0.57712116774420308,861.00124774973949,739.47531734837798,24.212062436501338,828,47,0,5.3367310584435099,-1.0059344196983837e-07
