event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_action_current,population_mean_potential_rate,weight_ess,max_weight_fraction,unique_parents,parent_count_ess,unique_roots,root_count_ess
1,1,0.027749302516640206,0.027749302516640206,0.027749302516640206,-1.6262442199821574,-1.1698039072479163,0.53096242129002202,-0.97664009696928444,512.43052266677489,0.0060190156794886493,615,480.11721611721612,615,480.11721611721612
2,2,-0.081842984507212613,-0.054093681990572406,-0.027046840995286203,-1.2749216752774315,-0.88888124620138864,0.79673113782648464,-1.4234752153450472,471.50127354891328,0.0074187818187738588,596,444.31186440677965,406,254.38524987869965
3,3,-0.083613282512691178,-0.13770696450326358,-0.045902321501087862,-0.4679659555269694,-0.71712804009073061,0.86149403462828422,-1.4082548865686375,421.64616617894274,0.014971737631724946,571,397.79059180576633,287,167.45065474289365
4,4,-0.19561286228185804,-0.33331982678512162,-0.083329956696280405,-0.097350784406757068,-0.76530640349126267,0.55201197573555671,-1.9366596473257243,417.81120967069586,0.0063290811150640367,536,399.60975609756099,211,111.26655348047538
5,5,-0.12339975274222414,-0.45671957952734576,-0.091343915905469156,-0.66839007362298941,-0.89581793847980695,0.81917955320167268,-1.5945639639098952,445.11998464166447,0.0066968234473515466,566,425.90414297319251,166,84.480825008056726
6,6,-0.14384874010970616,-0.60056831963705193,-0.10009471993950865,-0.42614559434792482,-1.0302993913382616,0.80566045508971762,-1.6859596246075446,441.52681089782834,0.00760480221491524,565,419.43040000000002,140,67.053075840900377
7,7,-0.16860432734796404,-0.76917264698501597,-0.10988180671214513,-0.46326670270319242,-0.86938522082034453,0.69747265236449829,-1.7735488410563711,404.91946098316953,0.0075623499010572248,531,386.64306784660766,112,50.975984443364119
8,8,-0.15323661973449099,-0.92240926671950696,-0.11530115833993837,-0.38154449866867696,-0.83993285818242636,0.53212664255948883,-1.8039319417044726,429.87865530530206,0.0079384708039398622,535,398.69809885931556,92,40.617291602107223
9,9,-0.21125195511705108,-1.133661221836558,-0.12596235798183977,-0.34169274404931921,-0.62115410749064692,0.6239090468433679,-1.7670083820068898,402.15053188912134,0.0091285216248534265,539,384.93979441997061,83,38.689985978894548
10,10,-0.16088512101593455,-1.2945463428524926,-0.12945463428524925,-0.70436961084714411,-0.85697107685872953,0.6581333219320944,-1.8446098288708896,417.31427660180577,0.0091226319143232967,542,394.20150375939852,74,28.756472136902151
11,11,-0.10680269455594704,-1.4013490374084396,-0.12739536703713086,-0.26538519362371515,-0.89342082283631874,0.54902130742193345,-1.6082275389901446,448.8397264570043,0.0078232281192287326,565,421.7924376508447,67,27.448196429506307
12,12,-0.1785510134556203,-1.5799000508640599,-0.13165833757200499,-0.49522322951436365,-1.0250135678984789,0.82714743606077268,-1.5664103970701784,444.65924270153033,0.0070801350410150633,573,425.21330089213302,59,26.903119868637109
13,13,-0.19446655006638114,-1.7743666009304411,-0.13648973853311086,-0.20537783011806274,-0.69658002084056481,0.9364925380663075,-1.8689466011591336,394.44942966578583,0.0095423434863140446,530,375.5644699140401,52,23.764300607379205
14,14,-0.19527932243364265,-1.9696459233640837,-0.14068899452600597,-0.25519139509524474,-0.94745001475941726,0.49599943597951263,-1.7505145908684756,411.42954270487252,0.0086377743742293515,553,393.60960960960961,48,22.469806711524452
15,15,-0.16206417833462528,-2.131710101698709,-0.14211400677991393,-0.50435944464801974,-0.71765475904257403,0.80825892462179694,-1.7375483149941526,366.75507559052812,0.011393565022738852,530,350.92904953145916,45,22.371053080730501
16,16,-0.15684196741223477,-2.2885520691109438,-0.14303450431943399,-0.12029525525033681,-0.7263910978338578,0.72399159166564686,-1.8254279337080075,409.77525081095069,0.0091476601827063745,536,384.37536656891496,43,23.709492153936598
17,17,-0.3305665900874919,-2.6191186591984357,-0.15406580348226093,-0.57030382636169552,-0.90176264200195655,0.74710073602966487,-2.0713105221732802,371.18281653401414,0.0084149486439679295,513,354.72801082543981,42,20.810860159568133
18,18,-0.14043081077774922,-2.7595494699761849,-0.15330830388756583,-0.56569202454366374,-0.99866305934201216,0.54769860296941708,-1.6933109434285425,435.67564978600825,0.0066426485821421974,555,412.8251968503937,39,21.090470252222534
19,19,-0.19238423770742674,-2.9519337076836116,-0.15536493198334797,-0.13722511754457206,-0.71133127159464737,0.73827155523615129,-1.9375157381069621,402.14059976933822,0.0092060788108530266,532,382.69197080291968,39,18.078273162994378
20,20,-0.19069841198762649,-3.1426321196712381,-0.15713160598356191,-0.33633907164481369,-0.83622831964178279,0.74017657746272625,-1.8793190848721464,387.17679673814342,0.0081994162169212372,535,370.52155477031801,36,17.101180768478049
