model_version,T1,Tn,n,streams,burnin,block_time,blocks_per_stream,dt,seed,threads,samples,mean_entropy_rate,mean_action_current,rms_energy_balance_error_rate,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v1,6,6,2,64,500,20,512,0.00050000000000000001,2026087003,4,32768,-1.0945921509270982e-05,-0.0032888971796114067,1.2353608274534713e-05,0,4.4345212574196928,7.887867588466363e-08
