case,reference_mode,eigen_index,conjugate_index,lambda_real,lambda_imag,observable,contribution_real,contribution_imag,reconstructed_variance_real,reconstructed_variance_imag,weight_real,weight_imag,weight_abs
driven_dt1e-3,0,1,-1,-0.9401735849314701,0.0,I2,1.2564725475319334,3.21335659896067e-15,2.5216420656390874,-1.091715693540829e-14,0.4982755342850341,3.4315372993398053e-15,0.4982755342850341
driven_dt1e-3,0,1,-1,-0.9401735849314701,0.0,I1_plus_I3,0.8741966421886207,-3.30513121578577e-15,2.9992233762513183,-3.601632880823047e-14,0.2914743360267034,2.3981889333973796e-15,0.2914743360267034
driven_dt1e-3,0,1,-1,-0.9401735849314701,0.0,cos_theta3,0.06001068599164563,-6.601902681055594e-16,0.4909200295488961,8.586881206085195e-16,0.12224126615243044,-1.5586192152353103e-15,0.12224126615243044
driven_dt1e-3,0,1,-1,-0.9401735849314701,0.0,cos_even_sum,0.2179066085146092,-2.10404436867907e-15,0.9953169454667002,2.6020852139652106e-15,0.21893187844042344,-2.686303879997568e-15,0.21893187844042344
driven_dt1e-3,0,1,-1,-0.9401735849314701,0.0,I1_minus_I3,0.027583166508878293,1.0348752912657552e-15,5.028652007368641,2.4131738274313363e-14,0.005485200898463409,1.794731187363004e-16,0.005485200898463409
driven_dt1e-3,1,2,-1,-1.7527488199044507,0.0,I2,0.0036436401050255456,1.2592040281486178e-16,2.5216420656390874,-1.091715693540829e-14,0.0014449473835621862,5.61916070862763e-17,0.0014449473835621862
driven_dt1e-3,1,2,-1,-1.7527488199044507,0.0,I1_plus_I3,0.016322157444137363,-3.523278660903329e-16,2.9992233762513183,-3.601632880823047e-14,0.005442127976655799,-5.2120957946791055e-17,0.005442127976655799
driven_dt1e-3,1,2,-1,-1.7527488199044507,0.0,cos_theta3,0.010470215121312881,-7.150751401939714e-16,0.4909200295488961,8.586881206085195e-16,0.021327740754301484,-1.4939073039920893e-15,0.021327740754301484
driven_dt1e-3,1,2,-1,-1.7527488199044507,0.0,cos_even_sum,0.03193606392040914,-1.893831890419452e-15,0.9953169454667002,2.6020852139652106e-15,0.03208632593453379,-1.9866267259993364e-15,0.03208632593453379
driven_dt1e-3,1,2,-1,-1.7527488199044507,0.0,I1_minus_I3,0.03661263071046722,-1.2366342965301373e-16,5.028652007368641,2.4131738274313363e-14,0.0072808042109133,-5.953124035201238e-17,0.0072808042109133
driven_dt1e-3,2,3,-1,-2.2396104765324987,0.0,I2,-0.0025829626807364328,7.08447085419985e-16,2.5216420656390874,-1.091715693540829e-14,-0.0010243177316610176,2.7651206231563434e-16,0.0010243177316610176
driven_dt1e-3,2,3,-1,-2.2396104765324987,0.0,I1_plus_I3,0.6127788645104301,6.627174910425844e-15,2.9992233762513183,-3.601632880823047e-14,0.20431251282001298,4.663127682496198e-15,0.20431251282001298
driven_dt1e-3,2,3,-1,-2.2396104765324987,0.0,cos_theta3,0.01981965749887737,-8.833605549507048e-16,0.4909200295488961,8.586881206085195e-16,0.04037247679034313,-1.87001520800381e-15,0.04037247679034313
driven_dt1e-3,2,3,-1,-2.2396104765324987,0.0,cos_even_sum,0.008775676166388056,-2.3292600629263354e-16,0.9953169454667002,2.6020852139652106e-15,0.00881696650133207,-2.5707238847199626e-16,0.00881696650133207
driven_dt1e-3,2,3,-1,-2.2396104765324987,0.0,I1_minus_I3,0.13493088970328576,1.0458528607270553e-15,5.028652007368641,2.4131738274313363e-14,0.026832417416350805,7.921406885679303e-17,0.026832417416350805
driven_dt1e-3,3,4,-1,-2.3174426658637897,0.0,I2,0.007002226583180188,-4.204410306544771e-16,2.5216420656390874,-1.091715693540829e-14,0.0027768519087603086,-1.547109750016321e-16,0.0027768519087603086
driven_dt1e-3,3,4,-1,-2.3174426658637897,0.0,I1_plus_I3,-0.4335726727607158,-6.775374095231909e-15,2.9992233762513183,-3.601632880823047e-14,-0.1445616475897942,-3.9950188514673185e-15,0.1445616475897942
driven_dt1e-3,3,4,-1,-2.3174426658637897,0.0,cos_theta3,-0.007284437505219563,-1.5403924370399865e-15,0.4909200295488961,8.586881206085195e-16,-0.014838338358109354,-3.111812189789972e-15,0.014838338358109354
driven_dt1e-3,3,4,-1,-2.3174426658637897,0.0,cos_even_sum,0.03368375655932038,5.648607861823142e-15,0.9953169454667002,2.6020852139652106e-15,0.03384224162236703,5.5867103344481125e-15,0.03384224162236703
driven_dt1e-3,3,4,-1,-2.3174426658637897,0.0,I1_minus_I3,-0.10758086006821316,-7.941720516670915e-16,5.028652007368641,2.4131738274313363e-14,-0.021393578221473978,-5.526487433773586e-17,0.021393578221473978
driven_dt1e-3,4,5,6,-2.6524200481523486,3.060159041643113,I2,-0.00095731946475884,3.0357660829594124e-17,2.5216420656390874,-1.091715693540829e-14,-0.0003796412971546047,1.039523315643605e-17,0.0003796412971546047
driven_dt1e-3,4,5,6,-2.6524200481523486,3.060159041643113,I1_plus_I3,0.005241556578306553,-1.8626593323300966e-16,2.9992233762513183,-3.601632880823047e-14,0.0017476379451462837,-4.1118121224108225e-17,0.0017476379451462837
