case,replicate,reference_mode,reference_real,reference_imag,matched,distance,mu_real,mu_imag,lambda_real,lambda_imag,gram_kept,trivial_error
equilibrium_dt2p5e-4,0,0,-0.9407584041517817,0.0,1,0.013656495064756857,0.629045961286441,0.0,-0.9271019090870248,0.0,500,6.661338147750939e-16
equilibrium_dt2p5e-4,0,1,-1.7926057547050551,0.0,1,0.03151932713382788,0.4016948569462934,0.0,-1.824125081838883,0.0,500,6.661338147750939e-16
equilibrium_dt2p5e-4,0,2,-2.1516394334588527,0.0,1,0.25337141856320056,0.3004405366323765,0.0,-2.4050108520220532,0.0,500,6.661338147750939e-16
equilibrium_dt2p5e-4,0,3,-2.5437710919280434,0.0,1,0.13876023990599018,0.3004405366323765,0.0,-2.4050108520220532,0.0,500,6.661338147750939e-16
equilibrium_dt2p5e-4,0,4,-2.862537701207786,0.0,1,0.0265123272823633,0.23585807918172724,0.0,-2.8890500284901495,0.0,500,6.661338147750939e-16
equilibrium_dt2p5e-4,1,0,-0.9407584041517817,0.0,1,0.0065857681771613885,0.6268259817199981,0.0,-0.9341726359746203,0.0,500,1.176836406102666e-14
equilibrium_dt2p5e-4,1,1,-1.7926057547050551,0.0,1,0.18510308796634156,0.3720026052639875,0.0,-1.9777088426713967,0.0,500,1.176836406102666e-14
equilibrium_dt2p5e-4,1,2,-2.1516394334588527,0.0,1,0.17393059078745599,0.3720026052639875,0.0,-1.9777088426713967,0.0,500,1.176836406102666e-14
equilibrium_dt2p5e-4,1,3,-2.5437710919280434,0.0,1,0.15183923380164055,0.25980987567432606,0.0,-2.695610325729684,0.0,500,1.176836406102666e-14
equilibrium_dt2p5e-4,1,4,-2.862537701207786,0.0,1,0.12454703693471236,0.2543623809342878,0.0,-2.737990664273074,0.0,500,1.176836406102666e-14
equilibrium_dt2p5e-4,2,0,-0.9407584041517817,0.0,1,0.01202005927474925,0.6285314751337282,0.0,-0.9287383448770324,0.0,500,1.5543122344752192e-15
equilibrium_dt2p5e-4,2,1,-1.7926057547050551,0.0,1,0.12153265985661177,0.3840167117032501,0.0,-1.914138414561667,0.0,500,1.5543122344752192e-15
equilibrium_dt2p5e-4,2,2,-2.1516394334588527,0.0,1,0.23750101889718578,0.3840167117032501,0.0,-1.914138414561667,0.0,500,1.5543122344752192e-15
equilibrium_dt2p5e-4,2,3,-2.5437710919280434,0.0,1,0.0996366066658898,0.2946204849343917,0.0,-2.4441344852621536,0.0,500,1.5543122344752192e-15
equilibrium_dt2p5e-4,2,4,-2.862537701207786,0.0,1,0.0112874181891085,0.23766038938764625,0.0,-2.8738251193968947,0.0,500,1.5543122344752192e-15
equilibrium_dt2p5e-4,3,0,-0.9407584041517817,0.0,1,0.005072467399897085,0.6231827679167762,0.0,-0.9458308715516788,0.0,500,3.3306690738754696e-16
equilibrium_dt2p5e-4,3,1,-1.7926057547050551,0.0,1,0.1807975025788846,0.3728043123996528,0.0,-1.9734032572839397,0.0,500,3.3306690738754696e-16
equilibrium_dt2p5e-4,3,2,-2.1516394334588527,0.0,1,0.17823617617491294,0.3728043123996528,0.0,-1.9734032572839397,0.0,500,3.3306690738754696e-16
equilibrium_dt2p5e-4,3,3,-2.5437710919280434,0.0,1,0.035871449967243674,0.2853753861559498,0.0,-2.5078996419607997,0.0,500,3.3306690738754696e-16
equilibrium_dt2p5e-4,3,4,-2.862537701207786,0.0,1,0.09121921952405065,0.25015883050240306,0.0,-2.7713184816837355,0.0,500,3.3306690738754696e-16
equilibrium_dt2p5e-4,4,0,-0.9407584041517817,0.0,1,0.013203463761234602,0.6289034886672807,0.0,-0.9275549403905471,0.0,500,5.551115123125783e-15
equilibrium_dt2p5e-4,4,1,-1.7926057547050551,0.0,1,0.009004602964693298,0.4099170012016873,0.0,-1.7836011517403618,0.0,500,5.551115123125783e-15
