case,variable,log_mean,log_sd,min_action,max_action,snapshot_count
driven_dt1e-3,I1,-0.3369023239569059,1.344147838291288,2.384185791015625e-07,13.211938381195068,6400064
driven_dt1e-3,I2,-0.021707758567590642,1.28683626997122,3.6155142879579216e-06,16.41683006286621,6400064
driven_dt1e-3,I3,-0.05009418550634214,1.2638723537068524,1.7881393432617188e-07,17.681102752685547,6400064
