case,reference_mode,eigen_index,conjugate_index,lambda_real,lambda_imag,observable,contribution_real,contribution_imag,reconstructed_variance_real,reconstructed_variance_imag,weight_real,weight_imag,weight_abs
equilibrium_dt1e-3,0,1,-1,-0.95514893253253,0.0,I2,1.1038454984090558,-3.368720800895e-15,2.3139914749700337,-1.207317792031557e-14,0.47703092701469463,1.0330887042172173e-15,0.47703092701469463
equilibrium_dt1e-3,0,1,-1,-0.95514893253253,0.0,I1_plus_I3,0.7707822450484215,1.7712031334431983e-15,2.8956186108667255,3.066340846234997e-15,0.26618914595859317,3.298005057648487e-16,0.26618914595859317
equilibrium_dt1e-3,0,1,-1,-0.95514893253253,0.0,cos_theta3,0.052685831903170534,-1.4474639277112855e-16,0.48945837278553644,-1.3107865470175395e-14,0.1076410882570715,2.5869380964101825e-15,0.1076410882570715
equilibrium_dt1e-3,0,1,-1,-0.95514893253253,0.0,cos_even_sum,0.21006483978509816,1.2075145374590896e-15,0.9961244020452019,1.7919774627306683e-14,0.21088213415292467,-2.581450443546194e-15,0.21088213415292467
equilibrium_dt1e-3,0,1,-1,-0.95514893253253,0.0,I1_minus_I3,-4.918601808508819e-05,8.357199748004207e-17,4.80098125751131,-9.617141951585313e-14,-1.024499273104532e-05,1.7202050488524178e-17,1.024499273104532e-05
equilibrium_dt1e-3,1,2,-1,-1.9262415839790412,0.0,I2,0.01655833561146632,6.198908509290321e-16,2.3139914749700337,-1.207317792031557e-14,0.007155746160076389,3.052230118874555e-16,0.007155746160076389
equilibrium_dt1e-3,1,2,-1,-1.9262415839790412,0.0,I1_plus_I3,0.0041415929690956435,-1.6127037515731634e-17,2.8956186108667255,3.066340846234997e-15,0.0014302964325318965,-7.084086907042094e-18,0.0014302964325318965
equilibrium_dt1e-3,1,2,-1,-1.9262415839790412,0.0,cos_theta3,0.008551847807834065,5.431539337314779e-16,0.48945837278553644,-1.3107865470175395e-14,0.017472063577470325,1.5776119799459443e-15,0.017472063577470325
equilibrium_dt1e-3,1,2,-1,-1.9262415839790412,0.0,cos_even_sum,0.03482412427178993,4.4912467275644654e-17,0.9961244020452019,1.7919774627306683e-14,0.03495961367906504,-5.838185769938794e-16,0.03495961367906504
equilibrium_dt1e-3,1,2,-1,-1.9262415839790412,0.0,I1_minus_I3,0.0012754307763295023,2.6200295578782457e-16,4.80098125751131,-9.617141951585313e-14,0.00026566043646474236,5.989440109185065e-17,0.00026566043646474236
equilibrium_dt1e-3,2,3,-1,-2.2399767243410045,0.0,I2,0.0032920710489625967,-4.2279372673485054e-17,2.3139914749700337,-1.207317792031557e-14,0.001422680716230914,-1.0848395741368202e-17,0.001422680716230914
equilibrium_dt1e-3,2,3,-1,-2.2399767243410045,0.0,I1_plus_I3,0.2295796483805537,-1.0920756914320944e-16,2.8956186108667255,3.066340846234997e-15,0.07928518193624788,-1.2167450495493296e-16,0.07928518193624788
equilibrium_dt1e-3,2,3,-1,-2.2399767243410045,0.0,cos_theta3,0.007108663561033171,1.1229604597565411e-16,0.48945837278553644,-1.3107865470175395e-14,0.014523530408883082,6.183744023108453e-16,0.014523530408883082
equilibrium_dt1e-3,2,3,-1,-2.2399767243410045,0.0,cos_even_sum,0.030233006745833832,-6.331136248391283e-16,0.9961244020452019,1.7919774627306683e-14,0.03035063359933825,-1.1815694267891475e-15,0.03035063359933825
equilibrium_dt1e-3,2,3,-1,-2.2399767243410045,0.0,I1_minus_I3,7.102621149515752e-05,-1.3219550833952513e-16,4.80098125751131,-9.617141951585313e-14,1.47941030563355e-05,-2.7238752128751765e-17,1.47941030563355e-05
equilibrium_dt1e-3,3,4,-1,-2.8338177497142727,0.0,I2,0.0714692963796273,-3.4102962277290013e-15,2.3139914749700337,-1.207317792031557e-14,0.030885721556321997,-1.3126268826126657e-15,0.030885721556321997
equilibrium_dt1e-3,3,4,-1,-2.8338177497142727,0.0,I1_plus_I3,0.007383851830649994,-1.9669351463002018e-15,2.8956186108667255,3.066340846234997e-15,0.00255000841717889,-6.81980124681182e-16,0.00255000841717889
equilibrium_dt1e-3,3,4,-1,-2.8338177497142727,0.0,cos_theta3,0.05664892427390644,2.265155959307735e-16,0.48945837278553644,-1.3107865470175395e-14,0.1157379818665969,3.562291686021901e-15,0.1157379818665969
equilibrium_dt1e-3,3,4,-1,-2.8338177497142727,0.0,cos_even_sum,0.219499175694404,1.4335115340950344e-15,0.9961244020452019,1.7919774627306683e-14,0.22035317601269203,-2.524953422784954e-15,0.22035317601269203
equilibrium_dt1e-3,3,4,-1,-2.8338177497142727,0.0,I1_minus_I3,-0.0006825785469104263,-2.813198901339682e-16,4.80098125751131,-9.617141951585313e-14,-0.00014217479933763695,-6.144432285465038e-17,0.00014217479933763695
equilibrium_dt1e-3,4,5,6,-2.984235371913249,3.6121464590980006,I2,-0.005689003615755883,-2.415602440297704e-15,2.3139914749700337,-1.207317792031557e-14,-0.002458524016744511,-1.0567388275295595e-15,0.002458524016744511
equilibrium_dt1e-3,4,5,6,-2.984235371913249,3.6121464590980006,I1_plus_I3,-0.005525876919279998,-5.178149575790769e-16,2.8956186108667255,3.066340846234997e-15,-0.001908357992500254,-1.7680618559230487e-16,0.001908357992500254
equilibrium_dt1e-3,4,5,6,-2.984235371913249,3.6121464590980006,cos_theta3,0.00015400269213514567,1.2934531917752068e-16,0.48945837278553644,-1.3107865470175395e-14,0.00031463899832524523,2.7268828619613876e-16,0.00031463899832524523
equilibrium_dt1e-3,4,5,6,-2.984235371913249,3.6121464590980006,cos_even_sum,0.0003697424322592831,-2.087089182034596e-16,0.9961244020452019,1.7919774627306683e-14,0.0003711809805082006,-2.1619829539155962e-16,0.0003711809805082006
equilibrium_dt1e-3,4,5,6,-2.984235371913249,3.6121464590980006,I1_minus_I3,0.011851017850808495,9.429956815409923e-15,4.80098125751131,-9.617141951585313e-14,0.002468457428836479,2.0136199980432453e-15,0.002468457428836479
