event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_action_current,population_mean_potential_rate,weight_ess,max_weight_fraction,unique_parents,parent_count_ess,unique_roots,root_count_ess
1,0.5,0.059931495855753525,0.059931495855753525,0.11986299171150705,-2.1488605496914399,-1.6963950428389925,0.37653427118217725,-0.50817795282615752,783.77383510465017,0.0032870706794434655,789,693.50264550264546,789,693.50264550264546
2,1,-0.022223181295588645,0.037708314560164879,0.037708314560164879,-2.2648582229696066,-1.7647755367018174,0.35795834931376375,-0.78075316261782057,748.2529643644059,0.0028986281028123965,775,680.01037613488973,617,489.98878504672899
3,1.5,-0.039619396070211366,-0.0019110815100464862,-0.0012740543400309907,-1.7571991653597832,-1.3895394879063869,0.88221956289721404,-0.85866068527426043,740.433505710036,0.0029045447517107559,780,678.25097024579566,497,363.58391123439668
4,2,-0.036762010686619995,-0.038673092196666481,-0.01933654609833324,-1.7107932741258334,-1.301609238477806,0.8462049600930267,-0.94450115186771977,720.43854252245035,0.0031434568483754599,746,647.26913580246912,406,274.92815941269009
5,2.5,-0.078303117166380609,-0.11697620936304709,-0.046790483745218839,-1.9183445189540063,-1.6856367021414831,0.54159186054739106,-1.1358762072412576,705.06407568266513,0.0027286480213373166,730,634.73123486682812,338,226.4742980561555
6,3,-0.076822572137127842,-0.19379878150017493,-0.064599593833391644,-1.3934771793759346,-1.1598512125858529,0.68993840916052207,-1.1477299127544338,692.56308716765068,0.0033611525549660766,729,630.15384615384619,281,182.80613668061366
7,3.5,-0.082065546313091708,-0.27586432781326664,-0.078818379375219044,-0.94010007452978972,-1.0198951652080199,0.75427560574501629,-1.2804066123624223,700.76763006170961,0.0031153810041974661,736,636.27184466019412,249,161.36903662665435
8,4,-0.078202839090425691,-0.35406716690369233,-0.088516791725923083,-0.98401668556032251,-1.1285370441637004,0.77207440837185515,-1.2449511749898132,700.44282417461682,0.0035222646331340922,733,633.19806763285021,225,134.08900255754475
9,4.5,-0.036592278250690669,-0.390659445154383,-0.086813210034307337,-1.6331703497824419,-1.2298493506153991,0.71977174896631957,-0.88348140313743917,712.58089437273043,0.0036540495806636369,745,639.37560975609756,198,114.92503288031565
10,5,-0.063177470944052239,-0.45383691609843524,-0.090767383219687053,-1.2165295771358604,-1.1493143212257995,0.66814983716942689,-1.1430060902515891,684.11901347996832,0.0041849749812995236,723,618.9940968122786,180,102.06112517033289
11,5.5,-0.088061957542715952,-0.54189887364115119,-0.098527067934754756,-0.72847897445116927,-1.0799312739746099,0.4611949186713889,-1.5161871298300891,666.48436484222782,0.0045345947483421871,707,602.62988505747126,162,88.92265943012211
12,6,-0.066743855468351931,-0.60864272910950312,-0.10144045485158386,-1.4795845444110547,-1.2453509867512598,0.44043886334258542,-1.1148917086405401,680.27966486816683,0.0068502766361105477,729,617.53592461719666,148,80.239975512702784
13,6.5,-0.096234242275470727,-0.70487697138497385,-0.10844261098230366,-0.81912615566451508,-1.1934909461574237,0.60337014958373469,-1.4063925444570196,676.94749343390401,0.0058109320639934056,721,611.77129521586926,133,73.666994520162987
14,7,-0.13098102042663662,-0.83585799181161047,-0.11940828454451578,-1.2150435539792945,-1.4314618464901552,0.3805136629917138,-1.5038743225795521,671.39197218780112,0.0036226658599373836,723,616.08460634547589,126,67.337272026714615
15,7.5,-0.059763108428027678,-0.89562110023963815,-0.11941614669861841,-1.281528867910992,-1.2303359146338828,0.49961419511585614,-1.1389405320293271,705.78407758663809,0.0030347389411703478,731,631.67228915662656,120,58.684575777927023
16,8,-0.063925056712097472,-0.95954615695173562,-0.11994326961896695,-1.323754887094678,-1.2145543524381146,0.67319402842842335,-1.099334939217846,695.56531764108695,0.0030658874955539011,736,630.15384615384619,113,57.0002174385736
17,8.5,-0.075841652776788671,-1.0353878097285243,-0.12181033055629698,-1.3252197086623458,-1.3216024561264168,0.45724666665624591,-1.1370621229970279,688.70937330103766,0.0036951131155032904,733,623.41022592152194,105,54.139611730689801
18,9,-0.095551313128241944,-1.1309391228567662,-0.12565990253964068,-1.4193278650292545,-1.2180766733397626,0.48953882693755196,-1.244635021027148,683.45896476126484,0.0040725511075189744,718,612.48598130841117,96,51.170017567831351
19,9.5,-0.096816961411831493,-1.2277560842685977,-0.12923748255458922,-0.92049115423630112,-1.0889809983854424,0.49396363997673015,-1.2245765287829162,690.5755209541361,0.0036618954137488998,726,624.15238095238101,85,47.326954323885175
20,10,-0.11640267000900284,-1.3441587542776006,-0.13441587542776007,-1.4652107387556386,-1.4297005552741364,0.42144826835190607,-1.2946256381880634,703.79912851024085,0.0032770184491269904,735,633.19806763285021,84,45.519013717659313
21,10.5,-0.11038177499707214,-1.4545405292746727,-0.13852766945473075,-1.1706434962585794,-0.93384483762579706,0.83843514224824511,-1.4181656224495571,681.41395510722964,0.003231289513268623,729,624.15238095238101,76,41.973260747738372
22,11,-0.067894349859499492,-1.5224348791341722,-0.13840317083037929,-1.6814480302514181,-1.3092383794264706,0.50059747869492455,-1.1121153001149697,699.69483647093966,0.0034281899125734924,729,626.38948626045396,71,38.57044066799088
23,11.5,-0.078709256384790649,-1.6011441355189628,-0.13922992482773591,-1.5119572515159296,-1.4495762275556412,0.4873099833831247,-1.1940211716704281,695.47784113171258,0.0041492346478404435,733,634.73123486682812,71,35.851203501094091
24,12,-0.10210708477845731,-1.7032512202974202,-0.14193760169145167,-1.7161164013093764,-1.4012233676864416,0.67380583527881388,-1.1923050329695275,702.12036607377865,0.0030582572664305447,744,644.08845208845207,69,33.300813008130085
25,12.5,-0.14423188638551387,-1.847483106682934,-0.14779864853463473,-1.156465325616252,-1.2746795705066527,0.49145191299561741,-1.411075476552432,690.06140979115946,0.0035302179314871331,723,618.9940968122786,68,30.99911310825992
26,13,-0.079298498975195919,-1.9267816056581299,-0.14821396966601,-1.4116036077079723,-1.2123300415215479,0.42057787795751883,-1.2709460797181453,698.00068658760188,0.0032289291576237064,736,633.96372430471581,66,26.950138788938009
27,13.5,-0.054271582699249699,-1.9810531883573796,-0.14674468061906515,-1.4954642462498666,-1.2905317397183804,0.72381698103308501,-1.1017378878136883,694.7545580127188,0.003464438515339409,723,622.66983372921618,63,26.655549341603539
28,14,-0.093835088364527586,-2.0748882767219072,-0.14820630548013622,-1.5532176978171355,-1.6886369038283506,0.73621675469511016,-1.1284662289398648,714.58306088624022,0.0029878419303712355,737,637.81995133819953,56,26.15685491917781
29,14.5,-0.078435200457001031,-2.1533234771789083,-0.14850506739164884,-1.1275830590889155,-0.96715343222189554,0.60123063031851065,-1.1150667291614209,698.77621925820279,0.0036928000623103955,731,629.39735894357739,55,25.059172163273111
30,15,-0.088172943714651453,-2.2414964208935597,-0.14943309472623731,-1.5687298464214958,-1.4782269681362046,0.61255405207705171,-1.1536234978399695,711.40076499388169,0.0036715171010057533,743,643.29815950920249,51,25.583760308397988
31,15.5,-0.12648245211179976,-2.3679788730053595,-0.15277283051647481,-0.91844101296377301,-1.1460128136301151,0.48729415639055434,-1.4504882417745859,670.59774982234205,0.0040888387115278176,707,606.1132947976879,49,25.945860345424851
32,16,-0.08286275783661079,-2.4508416308419703,-0.15317760192762314,-1.3880779280736024,-1.0197175532252407,0.78666158349324589,-1.1179360343649756,681.31156968076459,0.0038422907045717056,725,615.36150234741785,46,25.567541207451477
33,16.5,-0.11072796566244758,-2.5615695965044178,-0.15524664221238896,-1.293671243811908,-1.1491384213638511,0.1922576571309266,-1.2242590740712629,686.54961516830735,0.0038404687202889349,738,633.19806763285021,46,24.727066924491819
34,17,-0.080862245573359637,-2.6424318420777775,-0.15543716718104572,-1.2997800864847762,-1.1839376433558646,0.68077363788259548,-1.1480981533384074,710.67953146467528,0.0033481390944246144,732,631.67228915662656,45,24.934037190279167
35,17.5,-0.086837439312256848,-2.7292692813900343,-0.15595824465085911,-1.4169293074124261,-1.3085728754088262,0.60360194889558438,-1.1719452314123782,686.65681938899695,0.0037011466503878332,712,611.05827505827506,45,24.051011514289645
