event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_action_current,population_mean_potential_rate,weight_ess,max_weight_fraction,unique_parents,parent_count_ess,unique_roots,root_count_ess
1,0.5,0.045573497091266013,0.045573497091266013,0.091146994182532026,-1.8832857548791717,-1.6266936379568426,0.34491821511242637,-0.51983863035505073,781.31586054554896,0.0027261148248187619,785,689.85263157894735,785,689.85263157894735
2,1,0.0010794644008944587,0.046652961492160472,0.046652961492160472,-1.81620074688905,-1.4341674773810469,0.50827978878272262,-0.68458434496382869,759.48038177684589,0.0031872160564166692,773,674.75933075933074,609,479.23948811700183
3,1.5,-0.037629428100842688,0.009023533391317784,0.006015688927545189,-1.7214984952387997,-1.2072997324841088,0.58018687459692819,-0.92307939713769405,740.5578095429089,0.0033899788748893767,764,668.73469387755097,484,349.52533333333332
4,2,-0.064246092256896148,-0.055222558865578364,-0.027611279432789182,-1.9314538322024657,-1.4429356799873629,0.67630172387242316,-0.98730557824839715,718.63111127281127,0.0031383806874450953,748,646.47102342786684,398,266.13604060913707
5,2.5,-0.067183038077971879,-0.12240559694355024,-0.048962238777420099,-1.4948118642229689,-1.371707505230793,0.61962242683859137,-0.99319512958592604,719.47395375815086,0.0028254681496440131,744,644.88068880688809,325,210.30405134376252
6,3,-0.032502563460846012,-0.15490816040439626,-0.051636053468132083,-1.5506873345006296,-1.465374974718523,0.68596408442029766,-0.90186571612214816,734.27625352480004,0.0031968934428128043,747,652.09950248756218,280,176.11286530063822
7,3.5,-0.044130256282442382,-0.19903841668683864,-0.056868119053382467,-1.3492552778013231,-1.3667881898360059,0.46065055369914026,-1.0389685548851864,712.72389375131991,0.0038714184736200305,736,637.81995133819953,249,143.09170305676855
8,4,-0.065829795061086216,-0.26486821174792485,-0.066217052936981213,-1.6367674328436037,-1.5519663017508707,0.52282996101078616,-1.0444794816518035,705.3191250154448,0.0034303455395594562,729,624.15238095238101,221,124.77106139933365
9,4.5,-0.10436898567559982,-0.36923719742352468,-0.082052710538561044,-1.8505851500062933,-1.4796536207881248,0.79752543654538799,-1.2051573686843038,682.32442422118982,0.0042562819324189777,720,611.05827505827506,198,107.56832170701682
10,5,-0.10918911841022183,-0.47842631583374651,-0.095685263166749301,-1.5239069265125389,-1.1049211509264696,0.55676269232247411,-1.2373821596601027,688.72685687448256,0.0036195856152384498,717,616.80941176470583,176,90.145804676753784
11,5.5,-0.056325426238410969,-0.53475174207215748,-0.097227589467664993,-1.4752783439224342,-1.2940894475527611,0.60290634040267088,-1.2693593540766819,686.41112457976783,0.0037919238952702009,721,621.93119810201665,163,82.331658291457288
12,6,-0.056589994930094534,-0.59134173700225201,-0.098556956167042006,-1.7585220129150805,-1.4864672738505273,0.77577911948039513,-1.0669151062154067,704.11229234363623,0.0033123910237013205,727,624.89630512514896,150,75.19908204245553
13,6.5,-0.077645425937302726,-0.66898716293955474,-0.10292110199070073,-1.5381477110381252,-1.3340054399484791,0.33783808820429195,-1.293221017531188,686.35794985759344,0.0035476012922371304,715,616.08460634547589,133,70.744568884091223
14,7,-0.046401407319794252,-0.71538857025934899,-0.102198367179907,-1.4963846559958875,-1.3323842920552009,0.69455143598740732,-1.0458733863201859,700.71296046884663,0.0032182519656374677,730,625.64200477326972,121,66.474958792950432
15,7.5,-0.099072222146321387,-0.81446079240567038,-0.10859477232075605,-1.419925617718377,-1.3774382167047672,0.65467462166540147,-1.3196292180539586,675.1787046345097,0.0030865383367952703,709,609.63720930232557,113,60.422726748876343
16,8,-0.077749243660182543,-0.89221003606585292,-0.11152625450823161,-0.98413260387205737,-1.2008249515251288,0.69101026770277973,-1.2473186161739247,673.93893584491855,0.0047168986363958316,708,605.41339491916858,107,55.81094315520545
17,8.5,-0.085243795581603443,-0.97745383164745636,-0.11499456842911251,-1.3338407909019392,-1.3328085135822161,0.53820209863495172,-1.2939318044101571,680.37048288568019,0.0038605898955576486,715,606.1132947976879,98,52.365960846983619
18,9,-0.068148428228305136,-1.0456022598757615,-0.1161780288750846,-1.3373578961788466,-1.3623433821906148,0.59733281208395961,-1.1314059323243302,694.54669572064881,0.0034094446068454803,711,614.64009378663536,88,49.321542803386642
19,9.5,-0.07782694993187711,-1.1234292098076386,-0.1182557062955409,-1.237839200095328,-1.2130130413151765,0.31337267309116368,-1.2762372959458603,682.8099415407396,0.0032787195195187525,723,621.19431279620858,81,46.34794908062235
20,10,-0.066793068714789072,-1.1902222785224277,-0.11902222785224277,-1.3148774217103298,-1.2768601871839322,0.58119126701463919,-1.2869885376399866,680.38861873637086,0.0039432161016367713,713,607.51796060254924,78,42.240412504028363
21,10.5,-0.07370254434843293,-1.2639248228708606,-0.12037379265436768,-1.4486330862481414,-1.407510797471869,0.62545210873647106,-1.2054636210667833,693.58520605152012,0.0035440567955308854,730,625.64200477326972,74,40.934415990006244
22,11,-0.082373018009664456,-1.3462978408805251,-0.12239071280732046,-1.0509509475423489,-1.1082167868747739,0.54582688735467455,-1.3155118429389536,674.33168105783182,0.0045996389967069527,714,604.0184331797235,71,39.155190440627337
23,11.5,-0.12804443593656689,-1.474342276817092,-0.12820367624496451,-1.0454605826106109,-0.98735709642222658,0.64775072752670726,-1.3618717116450465,665.83752966785971,0.0040026722476831063,712,606.81481481481478,69,37.35841527718398
24,12,-0.08218769342785226,-1.5565299702449442,-0.12971083085374535,-1.3353533817514995,-1.0596991741081396,0.37531756184289988,-1.2618092787823223,683.44318134509001,0.0035387207472880452,711,616.80941176470583,66,35.785134120537847
25,12.5,-0.093494729156880396,-1.6500246994018246,-0.13200197595214597,-1.5119485456438779,-1.3813892061117556,0.77505485216725767,-1.1892013607480278,693.88313373609913,0.0032121837814266126,718,618.2641509433962,63,37.500035762820971
26,13,-0.11508862934003616,-1.7651133287418608,-0.13577794836475851,-0.92902677754367169,-0.94707715654651803,0.86463891221183664,-1.2711929569418887,674.28537555048388,0.0036907826403904834,713,613.20233918128656,63,38.761496377347328
27,13.5,-0.11092535508346923,-1.87603868382533,-0.13896582843150593,-1.1269441343141215,-1.1316279280914532,0.29032757931641862,-1.3432941652155002,683.37172448843558,0.0032047030476518713,717,617.53592461719666,60,37.473232792509471
28,14,-0.063193427306202032,-1.939232111131532,-0.138516579366538,-1.1022652100546062,-1.0972976407974329,0.45964991064990107,-1.2000464822028829,684.54569636127849,0.0040295474729681018,715,612.48598130841117,60,35.787576791808874
29,14.5,-0.092797562907710684,-2.0320296740392427,-0.14013997751994778,-1.4110032584193917,-1.3596203245561467,0.47826040658517788,-1.2058276212764092,676.4098375678193,0.004762791270686682,713,605.41339491916858,58,34.894376039933441
30,15,-0.081493883253023647,-2.1135235572922664,-0.1409015704861511,-1.5072641287415565,-1.0533799358535416,0.36414838671445021,-1.1820450142693266,685.34056881271317,0.0040881104137921419,732,627.88982035928143,54,32.493833281685774
31,15.5,-0.060895856782508417,-2.1744194140747748,-0.14028512348869515,-1.4043076614551309,-1.4067310662978756,0.63737732110016287,-1.0648057486027713,703.16255404625269,0.0041172201633481835,751,642.50980392156862,53,30.73200468933177
32,16,-0.053900322741530893,-2.2283197368163057,-0.13926998355101911,-1.3326236081927025,-1.4642443368030227,0.53491344960638665,-1.2725738284561574,684.63301578205005,0.0044476625636920815,736,632.43425814234013,50,29.185482075261636
33,16.5,-0.084612123743244005,-2.3129318605595497,-0.14017768851876058,-1.1592732895811266,-1.1627384954022981,0.54111904614412887,-1.310683241755435,678.02963099555416,0.0042029168136503712,720,616.08460634547589,49,29.973016235993597
34,17,-0.090885747250969651,-2.4038176078105193,-0.14140103575355997,-1.4742357366667724,-1.5380385012656219,0.87651783674693207,-1.1932487330357415,683.70757211355033,0.0041921131871684933,720,618.9940968122786,48,29.022308331026849
35,17.5,-0.079859680777611963,-2.4836772885881313,-0.14192441649075035,-1.0282457993553762,-0.96609105330405853,0.47263704210667656,-1.2241971868589077,687.35147037249374,0.0040819944981891707,734,629.39735894357739,46,28.706088480070083
36,18,-0.071259894774274635,-2.5549371833624059,-0.14194095463124479,-1.7292487803551544,-1.5123663576318531,0.79430213774583924,-1.0689914536568197,700.92439790995206,0.0033460737707684471,734,626.38948626045396,45,27.449633507853402
37,18.5,-0.073879865339161022,-2.628817048701567,-0.14209821884873336,-1.4505634691783724,-1.3825400996133979,0.86123315970751402,-1.1376582914871118,696.62928000784552,0.0034049548823295883,733,629.39735894357739,43,26.244581268458727
38,19,-0.10950951479467896,-2.7383265634962459,-0.14412245071032873,-1.0449893542291488,-1.4772000303786761,0.59533228136580829,-1.4533163271159906,682.39031311917893,0.0038423118895883242,716,616.80941176470583,42,23.852957233848954
