event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_observable_rate,tilted_mean_observable_rate,population_mean_action_current,population_mean_potential_rate,population_mean_log_likelihood_ratio_rate,weight_ess,max_weight_fraction,resampled,unique_parents,parent_count_ess,unique_roots,root_count_ess,root_weight_ess
1,1,0.16392370455402627,0.16392370455402627,0.16392370455402627,-0.39134130763482949,-1.2551077138998481,-0.20477459846906343,-0.94937678105381029,0.076089168395121087,0,-0.5296030354879715,654.53386922329707,0.0043235923405344837,1,720,599.18628571428576,720,599.18628571428576,599.18628571428576
2,2,-0.074738196447079019,0.089185508106947253,0.044592754053473627,0.28404746309850998,-1.0109453435239037,0.34820118163539315,-0.75201378488742221,0.10013229222552528,0,-0.5665373404229791,578.9871909691534,0.0049214016564322199,1,660,533.35503560528991,530,392.13762154076289,392.13762154076289
3,3,-0.048139609387597204,0.041045898719350049,0.01368196623978335,0.40849817463744847,-1.1709618100931665,0.43570425839953647,-0.86134249554409192,0.13204036117568499,0,-0.6161429456673807,511.86218488726496,0.014966116501259886,1,647,470.21345291479821,411,278.72833599149391,278.72833599149391
4,4,-0.10363976533484287,-0.062593866615492821,-0.015648466653873205,0.8549587566948843,-0.91818828795408292,0.7231330293792283,-0.77227846035068271,0.15237355136063155,0,-0.61032456194968132,550.78103370292217,0.0066000719934712921,1,643,505.09441233140655,337,224.24636441402907,224.24636441402907
5,5,-0.00055434398539677687,-0.063148210600889598,-0.01262964212017792,0.059339917764509011,-1.2343762783567935,0.21726024619496664,-0.8581544679077342,0.076544981152630961,0,-0.57855661720170026,585.0504088986844,0.005767309084861158,1,671,543.86721991701245,287,190.16612259702575,190.16612259702575
6,6,-0.074482372088547244,-0.13763058268943684,-0.022938430448239473,0.47072077681450336,-0.88647217484408014,0.51773444554144965,-0.65640486385476715,0.086100219363098973,0,-0.50112967132631625,549.93966506832578,0.0099275050815385724,1,648,511.50048780487805,243,152.40930232558139,152.40930232558139
7,7,-0.024486430739250942,-0.16211701342868778,-0.023159573346955398,0.13292479685191022,-1.1764205970543458,0.24879138494177636,-0.79499013797991347,0.06511864205872267,0,-0.52964838195528563,590.25408846426171,0.0073303205189311034,1,676,543.30362694300516,222,131.23604505632039,131.23604505632039
8,8,-0.055053507803138224,-0.21717052123182601,-0.027146315153978251,0.05830162927751361,-1.2116147054100841,0.18488636289243315,-0.80507258415367233,0.14940154276020132,0,-0.64601767946795841,581.65863655662838,0.0061910506783825446,1,670,539.94644696189494,206,116.17283403500997,116.17283403500997
9,9,-0.061864745376280617,-0.27903526660810662,-0.031003918512011848,0.4499865621918242,-0.99304378089915291,0.41416231812874094,-0.76325824680294752,0.17808707791353526,0,-0.58192545502692805,570.91759848581034,0.0060850966380012255,1,661,524.28800000000001,182,106.91027732463296,106.91027732463296
10,10,-0.10441097676270061,-0.38344624337080724,-0.038344624337080725,0.43604216882021857,-0.9517688784592091,0.45033383390263176,-0.71420855227568603,0.057371293056385157,0,-0.5855402624533389,559.96358571407882,0.0046598990751875232,1,648,523.24151696606782,163,94.996919731835476,94.996919731835476
