model_version,mode,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v1,guided,10,2,0.10000000000000001,10,512,500,20,0.5,0.00050000000000000001,0.29999999999999999,2026084302,1,5,40,-0.16265472056884483,-1.4131957838383273,0.57464627913052546,312.80038984251149,286.1834061135371,12.089282420217671,338,20,0,5.3376245135967544,1.8021423620934889e-07
