event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_action_current,population_mean_potential_rate,weight_ess,max_weight_fraction,unique_parents,parent_count_ess,unique_roots,root_count_ess
1,0.5,-0.034111266952054464,-0.034111266952054464,-0.068222533904108928,0.57031527386775793,0.058323531354851146,0.48208478389916182,-0.14786503699755296,485.86187737671008,0.0030745700801976801,462,428.33986928104576,462,428.33986928104576
2,1,-0.025245890925592818,-0.059357157877647282,-0.059357157877647282,0.63648035058678831,0.2861767610511271,0.30693331392036349,-0.11323868243551527,489.4140004729295,0.0027495671199515852,475,447.34470989761093,429,381.02325581395348
3,1.5,-0.031189869295360495,-0.090547027173007777,-0.060364684782005185,0.57257460846129626,0.31926205427536486,0.51305502129432101,-0.13200478776949354,486.44026460608382,0.0032541116591925227,473,444.31186440677965,404,349.52533333333332
4,2,-0.051963879080560993,-0.14251090625356877,-0.071255453126784385,0.7655534590635682,0.21415211415985225,0.58756038514240994,-0.19343909439804846,482.26995117657009,0.0030765465801561305,458,422.81290322580645,365,296.54298642533939
5,2.5,-0.055354899011028635,-0.19786580526459741,-0.079146322105838968,0.97498604518557297,0.46951677949564169,0.53292236351249567,-0.20280962111546078,482.22803641430613,0.0029705053406481152,466,434.01324503311258,339,263.19678714859435
6,3,-0.03674589704929776,-0.23461170231389517,-0.078203900771298393,0.61554651540079242,0.27964399570346576,0.65601549566039907,-0.13972390396384607,485.99276914571152,0.0030765376393425223,465,432.58085808580859,317,242.72592592592594
7,3.5,-0.054909142825155577,-0.28952084513905074,-0.082720241468300218,1.3487163640302409,0.74540057065699372,0.36183825771618383,-0.20835491390555347,481.72355346122799,0.0029279310032096465,461,426.94462540716614,299,224.05470085470085
8,4,-0.043747425378577454,-0.3332682705176282,-0.083317067629407049,0.74733766974813964,0.33969888757173017,0.64385849375527027,-0.16358696370555345,484.39902720955502,0.0029723284778626004,473,444.31186440677965,285,208.05079365079365
9,4.5,-0.043086873958848138,-0.37635514447647633,-0.083634476550328074,0.77424148596619569,0.31622073281615221,0.26896043263344588,-0.15588545830348591,486.51677606700639,0.0028566353683563079,464,431.15789473684208,262,187.24571428571429
10,5,-0.051339944031982832,-0.42769508850845916,-0.085539017701691838,1.0744527454185782,0.589467044498307,0.44523773918748727,-0.1936107003199358,481.04159750982978,0.0029175454261450998,455,418.76038338658145,246,174.99599465954606
11,5.5,-0.045616156456103951,-0.47331124496456312,-0.086056589993556934,0.72743498738820755,0.32736308266998387,0.35526879154865998,-0.17310853127749309,483.40848454007448,0.0030529212897433934,467,435.45514950166114,240,166.33502538071065
12,6,-0.027712720021979109,-0.50102396498654223,-0.083503994164423709,1.1689583043993752,0.48555640537461364,0.51525005249417577,-0.1444433908483278,485.11738797093409,0.0029409436284167437,469,438.36789297658862,229,154.38398115429916
13,6.5,-0.040693879343573158,-0.54171784433011538,-0.083341206820017749,0.61946508699279856,0.25624282548201166,0.39243114506491517,-0.16997275084777574,484.21408363354101,0.0028669566780158162,464,431.15789473684208,216,142.46956521739131
14,7,-0.046211509178752941,-0.58792935350886832,-0.083989907644124048,1.3019855528843161,0.47423584062312663,0.3497448178466388,-0.20122641777404629,481.12655477065476,0.0029738657246068173,459,424.1812297734628,205,132.12903225806451
15,7.5,-0.037963618516542397,-0.62589297202541072,-0.083452396270054768,0.5968606056842849,0.30278120991075547,0.59036019036129539,-0.16006808327423888,485.09523319706625,0.0029662542756544027,464,431.15789473684208,191,121.81412639405204
16,8,-0.039882838844691015,-0.66577581087010174,-0.083221976358762717,0.4210263756979189,-0.075868763603468226,0.49936729882473974,-0.1634094395705068,484.04114297782928,0.0030212779324257761,463,429.74426229508197,184,116.61209964412811
17,8.5,-0.080275292193581649,-0.74605110306368339,-0.087770718007492157,1.0126459230282208,0.56895334288942334,0.12900759882689708,-0.26010153537774533,477.36256222893184,0.0030055883959274367,450,412.17610062893084,178,109.59197324414716
18,9,-0.033723029237567204,-0.77977413230125059,-0.086641570255694508,0.31116644238445129,0.14376353222271063,0.60235160624301498,-0.13079998782084629,487.95157512315154,0.0028199449317870325,468,436.90666666666669,170,105.53301127214171
19,9.5,-0.034832795081401358,-0.81460692738265195,-0.085748097619226527,0.72655279295073572,0.27704927485168696,0.55700703723332134,-0.14487688725006093,486.36561405931485,0.0027982011578643459,472,442.81081081081084,166,100.90223248652809
20,10,-0.056628727423266412,-0.87123565480591836,-0.08712356548059183,0.49702231721588302,0.096375068914962225,0.41790971861497,-0.21208527213089245,479.66390816123908,0.0029567536228394379,460,425.55844155844159,157,95.742878013148285
21,10.5,-0.074476619708197411,-0.94571227451411577,-0.09006783566801102,1.4760522831538683,0.75345235735567206,0.59525774806194853,-0.25123085575690862,478.35412363470522,0.0030143356172530581,457,421.45337620578778,152,91.022222222222226
22,11,-0.080021173047000183,-1.025733447561116,-0.093248495232828729,1.1507060637718556,0.54502584416238298,0.60937103122864811,-0.27690639483249924,475.24600481516001,0.0028720139233970642,452,414.78481012658227,142,85.612018288700199
23,11.5,-0.067356224570869649,-1.0930896721319856,-0.095051275837563967,1.0987146968231745,0.55532877148252668,0.20601223542903904,-0.23031836825413315,480.08834822049016,0.0031920477088530907,456,420.10256410256409,134,82.228356336260973
24,12,-0.049952507538561619,-1.1430421796705472,-0.095253514972545597,1.1160064086882613,0.62100577727127526,0.51155339270501832,-0.19249654023866047,481.56641612328485,0.0028604335459890794,452,414.78481012658227,128,77.557396449704143
25,12.5,-0.039272956304849949,-1.1823151359753972,-0.094585210878031775,1.0028380454594648,0.4805251193475788,0.44945268385382087,-0.16942404142303238,482.49221220781988,0.0030858273001463233,460,425.55844155844159,125,76.605493863237868
26,13,-0.060531869307191677,-1.2428470052825888,-0.095603615790968377,1.1440438689154455,0.51121843580159221,0.19346925634235587,-0.21808037799248706,480.60094964373803,0.0028698809408829636,461,426.94462540716614,122,74.430437251561614
27,13.5,-0.034429795531507601,-1.2772768008140964,-0.094613096356599743,0.48556884205642231,0.093282246347529768,0.5622996982532783,-0.14526917978473497,486.49353407441521,0.0031549821638408005,465,432.58085808580859,119,72.858254585881042
28,14,-0.031255039019527864,-1.3085318398336243,-0.093466559988116024,0.69594520374052782,0.44392885291764611,0.49267293033043763,-0.13115536571050315,486.14097798739118,0.003005640791958327,461,426.94462540716614,118,72.335540838852097
29,14.5,-0.02702093392791749,-1.3355527737615418,-0.092107087845623575,0.48947035738556405,0.1689144441008873,0.30393164738409001,-0.12714214394146514,487.82256256120667,0.0028093983604153086,463,429.74426229508197,109,69.90506666666667
30,15,-0.035640928361241997,-1.3711937021227838,-0.091412913474852253,0.44708049767669511,0.1000726115894473,0.30987785061202683,-0.13054555414104163,488.66936713112455,0.0028469512701229478,464,431.15789473684208,108,69.719148936170214
31,15.5,-0.07259120727546442,-1.4437849093982482,-0.093147413509564403,1.0794284038240163,0.51779900884967012,0.3499615591226497,-0.24968340979384357,477.89971926063487,0.0030350619661650264,454,417.42675159235671,104,68.696016771488473
32,16,-0.069008256164866388,-1.5127931655631146,-0.094549572847694663,0.7669619846455753,0.28483209573562512,0.44544706821653207,-0.2358602445969025,481.02684526647209,0.0029145437340535123,454,417.42675159235671,103,67.948159668221876
33,16.5,-0.054821283140038979,-1.5676144487031536,-0.095006936285039617,0.50430237976331316,0.10651928473255785,0.27562950224018878,-0.17767439367766519,486.48731387850893,0.0031782729661454438,466,434.01324503311258,103,66.264914054600609
34,17,-0.055865531069524188,-1.6234799797726778,-0.095498822339569286,0.86059091227750917,0.4611880329858159,0.41066474601295283,-0.19000358139525431,484.05888054682578,0.0029814973027267057,472,442.81081081081084,100,63.136801541425818
35,17.5,-0.039138573939648147,-1.6626185537123259,-0.095006774497847196,0.50786774191255557,0.16888334015256792,0.30006378633686764,-0.15258922500949762,486.69893483495451,0.0027916911252539355,473,444.31186440677965,99,62.001892147587512
36,18,-0.0489863986906105,-1.7116049524029364,-0.095089164022385361,1.0387473195349821,0.41220915938996355,0.60731796970435625,-0.19308456554896589,480.80774473316427,0.0029477535177653232,463,429.74426229508197,97,60.625346901017579
37,18.5,-0.052088375378253282,-1.7636933277811897,-0.095334774474658907,1.0442262773079722,0.54844446408777703,0.54486651241801609,-0.1982852569659774,483.22426493303084,0.0030438919715278802,456,420.10256410256409,94,59.389216130493885
38,19,-0.039273942819304963,-1.8029672706004947,-0.094893014242131299,0.57369756408337125,0.18142491238151845,0.73131437490461781,-0.15842300701026768,484.4175408429906,0.0028162176980567472,465,432.58085808580859,92,59.850228310502281
39,19.5,-0.055834123381126588,-1.8588013939816213,-0.095323148409313913,0.71098386898467469,0.40076548569596349,0.36940516146593394,-0.18944275974007754,484.83996480767024,0.0029569265751119935,469,438.36789297658862,91,60.485463774803875
