event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_action_current,population_mean_potential_rate,weight_ess,max_weight_fraction,unique_parents,parent_count_ess,unique_roots,root_count_ess
1,0.5,0.033585875441406898,0.033585875441406898,0.067171750882813797,-2.0863580163966415,-1.6278169730763798,0.50077918756347928,-0.53578640726834403,782.69888132066137,0.0026668405618543471,799,707.54116059379214,799,707.54116059379214
2,1,-0.018696838955242434,0.014889036486164464,0.014889036486164464,-1.7845334595669813,-1.4308127345288419,0.46486616738927317,-0.83004494506497084,750.75995203788079,0.0040392789027137851,755,658.6532663316583,602,472.75743913435525
3,1.5,-0.037355947044375171,-0.022466910558210706,-0.014977940372140472,-1.9508944149185588,-1.3665460742640316,0.53118764953418252,-0.86097819435573142,728.78288700791347,0.0034647688877732499,746,644.88068880688809,474,344.92631578947368
4,2,-0.03608544422433102,-0.058552354782541727,-0.029276177391270863,-1.4819756646443891,-1.4049621987198084,0.77667124438625856,-0.9193699015768978,727.39567063698109,0.0036336248051324653,750,651.28944099378884,391,262.93279839518556
5,2.5,-0.065817000390691049,-0.12436935517323278,-0.04974774206929311,-1.5370471132204973,-1.0984414572365584,0.73245039191343142,-1.0584462890123565,693.76271802718952,0.0052102655227280765,737,630.15384615384619,339,216.37969459347917
6,3,-0.066556934442989046,-0.19092628961622182,-0.063642096538740603,-1.7018718686791749,-1.4615997764836097,0.76426710144892118,-1.2269048442146644,697.76200682492777,0.0041465651229574112,739,632.43425814234013,295,188.45722501797269
7,3.5,-0.067687019175155072,-0.25861330879137689,-0.073889516797536262,-1.358142269672246,-1.3547389270662884,0.55861649200386054,-1.1670123654319409,708.28286651263329,0.0040285304529189409,745,642.50980392156862,264,158.01326100060277
8,4,-0.063534422431475335,-0.32214773122285223,-0.080536932805713057,-1.118047496681245,-1.0285428426705863,0.37923588163449701,-1.0109599068822226,705.11947778190881,0.0031980509075292939,740,636.27184466019412,229,137.17634746206176
9,4.5,-0.048154165729597409,-0.37030189695244964,-0.082289310433877702,-1.3853024563982133,-1.3933265832954518,0.70109451974974268,-0.99265427009514107,710.04742574247098,0.0046350100727548015,742,633.96372430471581,211,124.47483380816715
10,5,-0.11886241108948337,-0.489164308041933,-0.097832861608386598,-0.9919185314032728,-1.2877437265690859,0.7967946644154219,-1.3555169079167353,668.01273344861488,0.0034659802937446207,711,604.0184331797235,191,108.81859692818597
11,5.5,-0.098844057545981912,-0.58800836558791492,-0.10691061192507544,-1.2954009569709271,-1.4820064936788684,0.43019210358565563,-1.4091394121349086,677.75155894785939,0.0045204572009885213,729,621.19431279620858,166,94.517396791058232
12,6,-0.094538750172273645,-0.68254711576018856,-0.11375785262669809,-1.6356484440708716,-1.3996195479344147,0.76806063135484037,-1.2626186102746011,689.52765221482252,0.0032427500813476911,725,618.9940968122786,147,84.56258064516129
13,6.5,-0.11790594349054562,-0.80045305925073418,-0.12314662450011295,-1.2656494319718949,-1.2420807474223141,0.46278367037515206,-1.3706475226220272,662.89563173116767,0.0048839498548633418,703,592.41581920903957,138,73.275751222921031
14,7,-0.13744947539951902,-0.93790253465025319,-0.1339860763786076,-1.4104541360008924,-1.434843681389439,0.54772043725482822,-1.5073653989710658,655.15970138469231,0.0040606929452948158,699,598.5022831050228,129,70.897633536173089
15,7.5,-0.13315068533473529,-1.0710532199849885,-0.14280709599799846,-1.0883159607641435,-1.0100691471819379,0.54387664063735119,-1.3630053621313512,676.70026414196104,0.0036988420974508295,714,611.05827505827506,121,64.951437066402377
16,8,-0.11098886892146975,-1.1820420889064582,-0.14775526111330728,-0.85681581442186239,-1.2421597311426442,0.57865804896267714,-1.3229688465580127,672.78086120347223,0.0041131717557549999,719,613.92037470725995,112,59.315307161443599
17,8.5,-0.11758867343461432,-1.2996307623410726,-0.15289773674600854,-1.3063859054912232,-1.2713722048045917,0.55473333527790614,-1.3325169673131352,668.59959357466118,0.0045293660812762175,712,607.51796060254924,105,59.308597285067876
18,9,-0.11184035442670393,-1.4114711167677765,-0.1568301240853085,-1.2261594938784071,-1.2988890286120507,0.13730985063958703,-1.2989524670171639,672.2727451657023,0.0042413685773646506,698,597.13895216400908,98,55.900202580232431
19,9.5,-0.14707749588237018,-1.5585486126501467,-0.16405774870001544,-1.8657885846254234,-1.3055504448781983,0.5397770819883817,-1.3263887552956757,682.2420161341613,0.0037050453273315066,723,618.2641509433962,92,52.39736158305017
20,10,-0.11662994587694353,-1.6751785585270902,-0.16751785585270901,-1.2440124387528144,-1.1148300808742042,0.20743119614359801,-1.2640972037745852,681.78713975727487,0.0035363246767057301,717,617.53592461719666,88,48.8118424727679
21,10.5,-0.082590592857919809,-1.75776915138501,-0.16740658584619142,-1.366095266120146,-1.6184604016708481,0.56616143143022168,-1.2224275903412685,692.59870564776168,0.0034748620574298278,717,618.9940968122786,86,44.616458173772443
22,11,-0.12732083422358809,-1.8850899856085981,-0.17137181687350891,-1.0831620311046102,-1.0759288300030623,0.62023889826307754,-1.4166776009286759,681.50979290404075,0.003650512302139771,710,611.77129521586926,81,41.949751960313648
23,11.5,-0.11830249341320354,-2.0033924790218016,-0.1742080416540697,-1.5967564519910336,-1.3345780671427381,0.56931778197960969,-1.2017400428868923,690.57150916216881,0.0039333932369637753,726,620.45917159763314,77,39.827408082649647
24,12,-0.041046014913507456,-2.0444384939353091,-0.17036987449460908,-0.86511783850163226,-0.91801821448816889,0.61687184495490921,-1.023553731205237,715.64843606890474,0.003284166150220588,735,635.50060606060606,74,38.417820766468822
