mode,n,horizon,selection_time,dt,k,gauge_shift,control_scale,resample_threshold,lower_clone_count,upper_clone_count,residual_delta_upper_minus_lower,combined_residual_se,late_half_delta_upper_minus_lower,combined_late_half_se,both_support_gate,pair_population_gate
controlled_exact,40,20.0,2.0,0.0005,0.4,0.1,0.5,1.0,512,1024,0.008805836682548807,0.0062980648170450826,0.004520086175593817,0.008479983538139151,0,0
controlled_exact,40,40.0,2.0,0.0005,0.4,0.1,0.5,1.0,512,1024,0.005739321738730398,0.00690340338985282,0.002672806794912004,0.013052154960949537,1,1
controlled_exact,40,60.0,2.0,0.0005,0.4,0.1,0.5,1.0,512,1024,0.005534826002082733,0.006226986979093345,-4.412421384503845e-05,0.009155389233785088,1,1
controlled_exact,40,80.0,2.0,0.0005,0.4,0.1,0.5,1.0,512,1024,0.0036806202811395378,0.00429433168229714,0.0016219188235486598,0.00705580927264588,1,1
controlled_exact,40,100.0,2.0,0.0005,0.4,0.1,0.5,1.0,512,1024,0.004383203411700495,0.004335930034774719,0.004032686639529701,0.007953410164722424,1,1
controlled_exact,40,120.0,2.0,0.0005,0.4,0.1,0.5,1.0,512,1024,0.004607954904545186,0.0038454755080946108,0.003681083807007629,0.006409608563563509,1,1
