mode,n,clone_count,horizon,selection_time,dt,k,one_minus_k,gauge_shift,control_scale,resample_threshold,residual,residual_se,residual_ci_low,residual_ci_high,late_half_residual,late_half_residual_se,late_half_ci_low,late_half_ci_high,paired_support_gate,paired_gc_gate
controlled_exact,40,512,20.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.020733646638868054,0.0048048881562599505,-0.03407653527993207,-0.007390757997804039,-0.008525267168089344,0.007188540058177362,-0.026282034207519754,0.009231499871341066,0,0
controlled_exact,40,512,40.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0065401074342354044,0.00466278754931641,-0.017953337812419895,0.004873122943949088,0.007653431770397241,0.010254437935211103,-0.018965916247168767,0.03427277978796325,1,1
controlled_exact,40,512,60.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.004472511264288596,0.0048802533596648675,-0.017356511635421915,0.008411489106844722,0.005664885540842567,0.007717859706636957,-0.01535050084019286,0.026680271921877993,1,1
controlled_exact,40,512,80.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0006777228240913286,0.00376442280687567,-0.01035018304230605,0.008994737394123393,0.005184661786052758,0.00418667616817469,-0.005499709606980237,0.01586903317908575,1,1
controlled_exact,40,512,100.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0005023432405522263,0.0030394010280308643,-0.008147624083280066,0.0071429376021756134,0.0027233343051202216,0.005170908920173589,-0.013158430358609863,0.018605098968850306,1,1
controlled_exact,40,512,120.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0001094918331167663,0.00280615197554938,-0.007071362098259347,0.0068523784320258145,0.004253527598055057,0.0030046522531048305,-0.0035250604882934664,0.01203211568440358,1,1
controlled_exact,40,1024,20.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.011927809956319247,0.004071691324932916,-0.022735087801565933,-0.001120532111072563,-0.004005180992495527,0.00449833442944057,-0.01569996422487536,0.007689602239884307,1,0
controlled_exact,40,1024,40.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0008007856955050061,0.005090716121821297,-0.01682740764875715,0.01522583625774714,0.010326238565309245,0.008074976888978883,-0.014930675247894445,0.035583152378512936,1,0
controlled_exact,40,1024,60.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,0.0010623147377941365,0.0038676212305857765,-0.010588666342193586,0.012713295817781859,0.005620761326997528,0.004925017113754794,-0.006584851373343182,0.01782637402733824,1,1
controlled_exact,40,1024,80.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,0.003002897457048209,0.0020664959541831407,-0.0021655839608331687,0.008171378874929587,0.0068065806096014175,0.005679453068279875,-0.007367588167636101,0.020980749386838936,1,1
controlled_exact,40,1024,100.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,0.003880860171148269,0.0030923018379948645,-0.003800058816686983,0.011561779158983522,0.006756020944649922,0.0060430484184374345,-0.008030865082147875,0.02154290697144772,1,1
controlled_exact,40,1024,120.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,0.00449846307142842,0.0026292951476537996,-0.0023428723086612443,0.011339798451518085,0.007934611405062686,0.005661726483681346,-0.005986059618429018,0.02185528242855439,1,1
